SequenceName	ClusterNumber
G001180145	390
G001179945	390
G000012345	390
G000299095	390
G001179925	390
G001180065	390
G000472605	390
G000155895	390
G001180165	390
G000504225	390
G001180045	390
G001897445	391
G000746585	391
G000970895	391
G000309075	391
G000964595	391
G000965005	391
G000063545	391
G000018245	391
G000012385	391
G000014345	391
G000283915	391
G000964615	391
G000008045	391
G000195735	391
G000255355	391
G001654775	391
G001654795	391
G000012145	391
G000828125	391
G000018205	391
G000284155	391
G001654785	391
G000964585	391
G000964605	391
G000010205	391
G000696365	391
G000751075	391
G000964995	391
G000283855	391
G000284075	391
G000007025	391
G000283595	391
G000512675	-1
G000632985	392
G001593535	392
G000022525	392
G000013165	392
G001752665	393
G000964795	393
G000306885	393
G000026005	393
G000024505	393
G000829315	393
G000008385	393
G000008025	393
G000689175	393
G000376585	393
G000073005	393
G000825765	393
G000012565	393
G000013145	393
G000964745	393
G000964785	393
G000689635	393
G900000025	393
G000964915	393
G000689655	393
G000215565	393
G000172475	393
G000331595	393
G001637495	393
G000508225	393
G000632845	393
G000689615	393
G000478445	393
G000013125	393
G000495535	393
G000495495	393
G000215605	393
G000968455	393
G000965125	393
G000968465	393
G000215525	393
G000011945	393
G000172515	393
G000215485	393
G000172495	393
G000020305	393
G000215505	393
G000299115	-1
G000378465	394
G000425365	394
G000759655	394
G000745835	394
G000964365	394
G000014285	394
G000711725	394
G001941945	394
G000245075	394
G000164635	394
G000964385	394
G000687875	394
G000701585	394
G000202835	394
G000527695	394
G000231445	394
G000963885	394
G000021325	394
G000164395	394
G000429165	394
G000963905	394
G002005465	394
G000617865	394
G001787335	394
G000378165	394
G001598495	394
G000182745	394
G000550765	394
G000010825	394
G001580615	394
G000613845	394
G001547995	394
G002003665	394
G000723565	394
G000311765	394
G000613285	394
G000011685	394
G000234355	394
G001499675	394
G000964225	394
G000963925	394
G000963965	394
G001499615	394
G000963945	394
G000154705	395
G000759435	395
G001011155	395
G000960975	395
G001578105	395
G000376125	395
G000325745	395
G000496595	395
G001652565	395
G000183665	395
G001021085	395
G001424985	395
G000426285	395
G000724755	395
G000379605	395
G001695855	395
G000697965	395
G000696095	395
G000744505	395
G000816845	395
G000621665	395
G000016285	395
G000518785	395
G001983655	395
G001983675	395
G000756225	395
G001969535	395
G001687365	395
G001426665	395
G000017145	395
G000006965	395
G000261485	395
G000330885	395
G000517605	395
G000092045	395
G000745655	395
G000247475	395
G000300855	395
G000518585	395
G000739935	395
G000949895	395
G000967425	395
G000722615	395
G001005825	395
G000968075	395
G000829355	395
G001889105	395
G000018545	395
G000745725	395
G000745735	395
G001542405	395
G000312665	395
G001427625	395
G000092025	395
G000731315	395
G000757525	395
G001414235	395
G000968085	395
G001430705	395
G000590865	395
G000023765	395
G000820625	395
G001296945	395
G000346595	395
G001927245	396
G000429865	396
G000423365	396
G000230555	396
G000688515	396
G900110915	396
G000970465	396
G001185205	396
G000969415	396
G900104485	396
G000423225	396
G000380505	396
G000179775	396
G000735585	396
G000969445	396
G000374525	396
G000971295	396
G000970455	396
G900148505	396
G001305515	396
G001720135	396
G900115225	396
G001426345	396
G000971275	396
G000743575	396
G001427875	396
G000422965	396
G000425185	396
G000423705	396
G001425575	396
G001424685	396
G001293565	396
G000153465	396
G000153705	396
G001463885	396
G000620605	396
G000374465	396
G001423245	396
G001907205	396
G000422785	396
G001562055	396
G001484065	396
G000192745	396
G000148725	396
G001475935	396
G000382705	396
G002005325	396
G900104145	396
G000158095	396
G000733725	396
G000615975	396
G000497755	396
G000304395	396
G000686005	396
G000282595	396
G001558695	396
G001310815	396
G900114245	396
G000168975	396
G000518985	396
G000014245	396
G000300335	396
G000300515	396
G000526635	396
G001014615	396
G000236565	396
G000409565	396
G001404055	396
G001404515	396
G000279995	396
G000278275	396
G002007565	396
G000341355	396
G000372965	396
G001424795	396
G000017405	396
G000480315	396
G001586735	396
G000706645	396
G000278155	396
G000585625	396
G001427385	396
G001652485	396
G000344725	396
G002007485	396
G002007505	396
G001952045	396
G000518185	396
G000253015	396
G001281405	396
G001426965	396
G001952075	396
G001952065	396
G000278255	396
G000385435	396
G000384965	396
G000385395	396
G000709795	396
G001705425	396
G000568555	396
G000824825	396
G000824785	396
G000709775	396
G000278135	396
G000278195	396
G000294715	396
G000022725	396
G000312565	396
G001686985	396
G001672375	396
G000185905	396
G001676765	396
G000312545	396
G000709835	396
G000706625	396
G000312605	396
G000278215	396
G000196435	396
G000689355	396
G000278295	396
G000278115	396
G000607225	396
G000709855	396
G000709815	396
G000280015	396
G000341385	396
G000709735	396
G000709875	396
G001624625	396
G001625425	396
G001932215	396
G001932235	396
G000273375	396
G000312525	396
G000518105	396
G000385415	396
G000709755	396
G000607245	396
G001559035	396
G001932175	396
G001932165	396
G000046705	396
G000607205	396
G001932225	396
G000708545	396
G000015445	396
G000311905	396
G000746275	397
G000469155	397
G000293845	397
G000689395	397
G000017565	397
G000496075	397
G000509225	397
G000739695	397
G001708935	397
G000828475	397
G000166055	397
G000981545	397
G000526315	397
G000384475	397
G000503895	397
G000383415	397
G000143145	397
G001676615	397
G000751295	397
G000253295	397
G000384335	397
G001402875	397
G000293785	397
G000385335	397
G001429505	397
G001418005	397
G000178815	397
G000379125	397
G000372845	397
G000735605	397
G000429045	397
G000702305	397
G001579845	397
G001426945	397
G000516555	397
G000283235	397
G000188155	397
G000745425	397
G000019845	397
G000021745	397
G001426225	397
G000092925	397
G000473085	397
G000010525	397
G000526175	397
G000017645	397
G000746085	397
G000427445	397
G000745135	397
G000378025	397
G900100155	397
G001298265	397
G001429395	397
G000745475	397
G001006805	397
G000314735	397
G000218565	397
G001425835	397
G900108575	397
G001420315	397
G000800935	397
G001017175	397
G000022085	397
G000019365	397
G001043915	397
G001548015	397
G001424525	397
G000336555	397
G000013885	397
G000012725	397
G000701345	397
G000518665	397
G000262405	397
G000372825	397
G001262595	397
G001425465	397
G000308295	397
G000314675	397
G000013745	397
G000935205	397
G001422375	397
G001422215	397
G000019725	397
G001280145	397
G000019945	397
G001643095	397
G000504425	397
G000014825	397
G000013365	397
G001295845	397
G000333455	397
G000195775	397
G000472865	397
G900104755	397
G001641695	397
G000379145	397
G000938305	397
G001440405	397
G000472385	397
G000472425	397
G000344805	397
G000239815	397
G001908185	397
G001693385	397
G001440475	397
G000938285	397
G900011245	397
G000473125	397
G000011365	397
G000284375	397
G000374145	398
G900107585	398
G900113695	398
G900143155	398
G900102905	398
G900107025	398
G000383155	398
G000153745	398
G001884735	398
G000687435	398
G001870665	398
G001870675	398
G000740795	398
G001879715	398
G001458315	398
G900115595	398
G000429765	398
G000740785	398
G000021865	398
G000967825	398
G000420145	398
G001510085	398
G000877395	398
G000299575	398
G000018145	398
G000169395	398
G000714545	398
G000715505	398
G000737065	398
G000714535	398
G000763785	398
G000763805	398
G000444995	398
G000590925	398
G000013565	398
G001408515	398
G000743715	398
G900113405	398
G001321835	398
G000739715	398
G001303875	398
G000763905	398
G001403795	398
G001403735	398
G900112335	398
G900099935	398
G001548075	398
G001078595	398
G000012905	398
G000016405	398
G000622145	398
G001305615	398
G000442275	398
G001202025	398
G001546115	398
G000744955	398
G001202015	398
G001294535	398
G000176015	398
G001438045	398
G000185925	398
G000671395	398
G000647975	398
G000420745	398
G001202035	398
G001439135	398
G001438235	398
G000513975	398
G000812685	398
G000812665	398
G900115865	398
G000203895	398
G000763885	398
G000152805	398
G001307765	398
G900109555	398
G000819565	398
G000299875	398
G000223375	398
G000153305	398
G000738435	398
G000981705	398
G001049735	398
G001510135	398
G000600335	398
G000442315	398
G000379485	398
G000161835	398
G000472185	398
G900111875	398
G000466965	398
G000600975	398
G000384635	398
G900107355	398
G900156525	398
G000155735	398
G900129845	398
G000383135	398
G000220565	398
G001205715	398
G001187845	398
G900142425	398
G001420005	398
G000382645	398
G000688295	398
G001046955	398
G000152625	398
G900110425	398
G000967725	398
G001627375	398
G001627595	398
G000768315	398
G000152725	398
G900129875	398
G900110775	398
G000423645	398
G001458335	398
G001262635	398
G000382265	398
G001038505	398
G001458355	398
G001458435	398
G900100005	398
G000526275	398
G001247715	398
G000152845	398
G000170875	398
G000156115	398
G001890925	398
G000814025	398
G000473225	398
G000169435	398
G001411945	398
G001441635	398
G001441615	398
G001292625	398
G001458175	398
G900142085	398
G001458215	398
G000712315	398
G000429365	398
G000521865	398
G000521785	398
G000520615	398
G000442255	398
G900107235	398
G000014045	398
G000154785	398
G900109035	398
G001687105	398
G001482405	398
G000622425	398
G000011965	398
G900102795	398
G000259095	398
G001458375	398
G000622405	398
G000712275	398
G000156335	398
G000647675	398
G000172095	398
G000161775	398
G000376545	398
G001458415	398
G001258055	398
G000511385	398
G001969385	398
G000807715	398
G000622345	398
G000743705	398
G000192475	398
G000169455	398
G000511355	398
G000153725	398
G000161755	398
G000169415	398
G000504185	398
G000622325	398
G000473205	398
G001294455	398
G001458395	398
G000473145	398
G000622365	398
G000622385	398
G000710935	399
G000375545	399
G000342165	399
G001295935	399
G000420765	399
G000331225	399
G000711715	399
G000620665	399
G000585415	399
G000218875	399
G000277755	399
G000175255	399
G000512205	399
G000974765	399
G000283515	399
G000763945	399
G000007105	399
G000303025	399
G000576165	399
G000333335	399
G000383095	399
G001421785	399
G000447205	399
G000315525	399
G001278035	399
G900128895	399
G000576125	399
G000498655	399
G000214335	399
G001853345	399
G000744515	399
G000445145	399
G001610975	399
G001889025	399
G000420305	399
G000331245	399
G001713435	399
G000016765	399
G000971055	399
G001421285	399
G000786205	399
G001423845	399
G000803065	399
G000241465	399
G000242835	399
G000980895	399
G000445105	399
G000508185	399
G001421665	399
G000013985	399
G001028705	399
G001428865	399
G000935025	399
G001469845	399
G000226955	399
G000382485	399
G001421505	399
G001421805	399
G000739895	399
G001598535	399
G000632125	399
G000147835	399
G000091125	399
G000367345	399
G001713415	399
G001468395	399
G001476695	399
G001425405	399
G001314325	399
G001598375	399
G001296055	399
G001305965	399
G000466945	399
G000427645	399
G001421995	399
G001426195	399
G001423765	399
G000764535	399
G001761345	399
G001427085	399
G000803645	399
G000429005	399
G000192575	399
G001295795	399
G000813185	399
G000445125	399
G000802385	399
G000807925	399
G000013325	399
G000802225	399
G000767465	399
G000272475	399
G001008165	399
G001427865	399
G001886695	399
G001441535	399
G001421325	399
G001010945	399
G001028625	399
G001046635	399
G001742225	399
G001077815	399
G001021555	399
G001235865	399
G000756795	399
G000013005	399
G001719165	399
G000186705	399
G000176355	399
G000331285	399
G000422985	399
G000744895	399
G001296025	399
G000714765	399
G000715015	399
G000152865	399
G000427665	400
G000226315	400
G000264455	400
G000312425	400
G000300235	400
G000513295	400
G000420625	400
G000374005	400
G000421265	400
G000688235	400
G900093605	400
G000968135	400
G000294655	400
G900100455	400
G000315795	400
G000515255	400
G900100655	400
G001026905	400
G000982415	400
G000299935	400
G000963705	400
G000300275	400
G000763295	400
G001746755	400
G001510075	400
G000009985	400
G000342045	400
G900101965	400
G900156605	400
G000426505	400
G000284415	400
G000013085	400
G000381985	400
G001611975	400
G000171835	400
G000518365	400
G000620685	400
G000423185	400
G000423805	400
G000319385	400
G000510265	400
G000225995	400
G000016185	400
G000576635	400
G000936425	400
G000429625	400
G001939945	400
G001315015	400
G000429645	400
G001296005	400
G001305595	400
G000283655	400
G000616095	401
G001644385	401
G000733125	401
G000152825	401
G000733915	401
G000365025	401
G000428525	401
G000412185	401
G000023785	401
G000378345	401
G000420665	401
G000428765	401
G000014745	401
G000376805	401
G000017265	401
G000495855	401
G000175215	401
G000204015	401
G000466985	401
G000382325	401
G001425305	401
G001429025	401
G001449105	401
G000022005	401
G000744465	401
G000745545	401
G000495815	401
G000376105	401
G000744995	401
G000685315	401
G000013025	401
G000204035	401
G000152745	401
G000420265	401
G000685275	401
G000685295	401
G000144605	401
G000701445	401
G001427825	401
G001425945	401
G001424025	401
G000685215	401
G000685235	401
G000682755	401
G000813765	401
G001310255	401
G000682715	401
G000682775	401
G000434295	402
G000434135	402
G001917135	402
G000432275	402
G000436195	402
G000980655	402
G001917125	402
G000421325	403
G000384615	403
G001510185	403
G000238815	403
G000024465	403
G000742475	-1
G001768805	404
G001768925	404
G001767865	404
G000219355	404
G001768015	404
G001767955	404
G000815465	404
G000730245	404
G000388175	405
G000469665	405
G000376945	406
G000428465	406
G900115065	406
G000420525	406
G001619695	406
G000382305	406
G001457815	406
G000969645	406
G000021025	406
G000620105	406
G000422925	406
G000600005	406
G000745895	406
G001294205	406
G001313065	406
G000374805	406
G001418035	406
G000158615	406
G000226875	406
G000428145	406
G000430805	406
G000620145	406
G000429785	406
G001808185	406
G000711875	406
G000174355	406
G000428785	406
G000620925	406
G000160435	406
G000227765	406
G001037925	406
G000335715	406
G001515305	406
G000190695	406
G001027865	406
G000194925	406
G000818035	406
G001592185	406
G000711885	406
G001458475	406
G001308005	406
G900086555	406
G000186165	406
G001020585	406
G000163775	406
G000745955	406
G001063255	406
G000812585	406
G000007705	406
G000173895	406
G000196295	406
G000006845	406
G000008805	406
G000482785	407
G000158475	407
G000158495	407
G000622895	407
G000016345	407
G000019745	407
G001830325	407
G000973625	407
G000272025	407
G000767615	407
G000970345	407
G001412595	407
G001424165	407
G000344615	407
G000723165	407
G000312045	407
G001281465	407
G000009125	407
G001941825	407
G000745265	407
G000427785	407
G001191005	407
G000425385	407
G900114705	407
G000818395	407
G001428545	407
G000195205	407
G000441555	407
G000832305	407
G000020205	407
G000227585	407
G000775775	407
G000198775	407
G000382345	407
G001866515	407
G000335815	407
G000383895	407
G000013625	407
G001584185	407
G000069785	407
G000196015	407
G000953875	407
G000954135	407
G001464355	407
G000026125	407
G000959725	407
G000373005	407
G001040945	407
G001189915	407
G001189955	407
G001571165	407
G001189965	407
G001267925	407
G001411495	407
G000959245	407
G000011545	407
G000011705	407
G000698575	407
G000698595	407
G000020045	407
G000739795	407
G001544555	407
G001190015	407
G001865575	407
G000013645	407
G000684975	407
G000785435	407
G001295775	408
G000377645	408
G000733775	408
G000253115	408
G001418255	408
G001017435	408
G000381125	408
G000477435	408
G000807215	408
G000496475	408
G000768065	408
G001447195	408
G000019785	408
G000689195	408
G000015725	408
G000828915	408
G000828895	408
G000723405	408
G001713375	408
G000374625	408
G001005215	408
G001293525	408
G000333615	408
G001262075	408
G000422885	408
G001425865	408
G001483865	408
G001598255	408
G001477625	408
G001427705	408
G001425785	408
G000969605	408
G000430725	408
G000244995	408
G001270065	408
G001412575	408
G000381265	408
G001421705	408
G001424785	408
G000799305	408
G000284255	408
G001295905	408
G001295865	408
G000211835	408
G001432305	408
G001044395	408
G000688255	408
G900111115	408
G000410635	408
G001955715	408
G000013865	408
G000215705	408
G001422445	408
G001422405	408
G001424265	408
G000176855	408
G001298675	408
G000739995	408
G000484635	408
G000013605	408
G001771035	408
G000688115	408
G000015505	408
G000426125	408
G001424545	408
G000745855	408
G001476815	408
G000620225	408
G000184745	408
G000193225	408
G000015565	408
G001428645	408
G001294445	408
G000935165	408
G000739375	408
G000282995	408
G001714725	408
G000204195	408
G000018665	408
G000429845	408
G000204645	408
G001310795	408
G000022305	408
G000828975	409
G000437635	409
G000980495	409
G000434815	409
G000205025	409
G000431455	409
G001182045	409
G000434855	409
G000297775	409
G000250875	409
G000432615	409
G000411515	409
G000186425	410
G900099695	410
G000024165	410
G001586935	410
G000236665	410
G001307855	410
G000429665	410
G000828635	410
G000934545	410
G000372885	410
G000373965	410
G000170915	410
G000429605	410
G000214035	410
G000527135	410
G000519045	410
G000012425	410
G001418245	410
G000425565	410
G000521505	410
G000025965	410
G001682385	410
G000743945	410
G000378245	410
G000349945	410
G000340825	410
G000340795	410
G000319245	410
G000988095	410
G000443165	410
G001051995	410
G000310185	410
G000310145	410
G000506865	410
G000621025	410
G000340865	410
G000340905	410
G000967305	410
G002005365	410
G000612685	410
G900089455	410
G000226625	410
G000276685	410
G000373745	410
G000308195	410
G001433395	410
G000759065	410
G000209655	410
G900129885	410
G000382185	410
G001808335	410
G000372065	410
G000067205	410
G001457475	410
G001571365	410
G900078695	410
G000195715	410
G000612485	410
G001078275	410
G000318015	410
G000317935	410
G000735045	411
G001431705	411
G000012745	411
G000376425	411
G000373385	411
G000981505	411
G000297055	411
G001044335	411
G000023745	411
G000953015	411
G000746095	411
G001801235	411
G001438385	411
G000168995	411
G000617925	411
G000013705	411
G000025705	411
G001802335	411
G000093025	411
G000023705	411
G000384375	411
G001830535	411
G001872865	411
G000145255	411
G000832065	411
G000355765	411
G900143275	411
G001802355	411
G001806235	411
G000196355	411
G900113575	411
G900109785	411
G000014765	411
G000009145	411
G000384355	411
G001464125	411
G001424665	411
G000619905	411
G900103145	411
G900100485	411
G900107335	411
G900107265	411
G900114305	411
G000378225	411
G000515275	411
G900114745	411
G900111165	411
G000219585	411
G001464045	411
G000175095	411
G900113925	411
G900111605	411
G900110145	411
G900111055	411
G900106545	411
G001007935	411
G900105875	411
G001455205	411
G001469965	412
G000024765	412
G002000055	412
G000215955	412
G000732535	412
G000733765	412
G001187785	412
G000711245	412
G900101825	412
G000711955	412
G000420645	412
G000271305	412
G000378125	412
G900115085	412
G000953855	412
G900113085	412
G000761445	412
G000429065	412
G000474945	412
G000426685	412
G000420545	412
G000964085	412
G000242255	412
G000426365	412
G000423885	412
G000770795	412
G001431405	412
G001556105	412
G000800155	412
G001887595	412
G001182895	412
G000747155	412
G000422305	412
G000972865	412
G000233915	412
G001641285	412
G000743535	412
G000747075	412
G000472505	412
G000423325	412
G000426005	412
G000513955	412
G000185965	412
G000768335	412
G000620485	412
G000632805	412
G001306995	412
G001014645	412
G001482195	412
G000559025	412
G000855665	412
G000768345	412
G001427225	412
G000768355	412
G001429315	412
G001431485	412
G001431525	412
G001021935	412
G000815185	412
G001431645	412
G001428405	412
G000264335	412
G000264315	412
G001442515	412
G001700965	412
G000661955	412
G000230695	412
G001617355	412
G001442785	412
G001442535	412
G001314305	412
G001431505	412
G001431535	412
G000576405	412
G000006725	412
G000401255	412
G001499755	412
G000072485	412
G000007145	412
G000007385	412
G001705565	412
G001908775	412
G001051235	413
G000531125	413
G900112605	413
G001614315	413
G001730015	413
G000155715	413
G000419525	413
G000754095	413
G900110585	413
G000153205	413
G000014785	413
G000015585	413
G000374645	413
G000371925	413
G000380185	413
G000260135	413
G000227725	413
G000319575	413
G000621325	413
G900107695	413
G000227685	413
G000321415	413
G000485905	413
G001715285	413
G000378965	413
G000021985	413
G900156225	413
G000377885	413
G000377785	413
G000385215	413
G000633935	413
G000225005	413
G000381825	413
G000745395	413
G001020955	413
G000583135	414
G000384415	414
G001566825	414
G001305575	414
G000245015	414
G000828835	414
G001801825	414
G001643635	414
G001303045	414
G001303065	414
G001447805	414
G000024725	414
G001901525	414
G001276605	414
G900092645	414
G001723675	414
G001802535	414
G001801945	414
G001801725	414
G900102855	414
G002020875	414
G000012805	414
G000143085	414
G000214595	414
G000349205	414
G000421465	414
G001566965	414
G001312345	414
G900094635	414
G001276625	414
G002020805	414
G000801295	414
G000828615	414
G002020385	414
G000170715	414
G001640045	414
G001802575	414
G001801885	414
G000767155	414
G000156355	414
G000260965	414
G000934725	414
G001044195	414
G001276615	414
G000228725	414
G000327045	414
G001007875	414
G000428045	414
G000168735	414
G001443675	414
G001709035	414
G001720165	414
G000260985	414
G000008325	414
G000427385	414
G000733935	414
G001469165	414
G000495615	414
G000379525	414
G001708985	414
G002021315	414
G002020605	414
G000214665	414
G000968535	414
G000341735	414
G000224005	414
G001708975	414
G002020915	414
G000785705	414
G001312005	414
G000190755	414
G000223985	414
G001708965	414
G001708955	414
G000787395	414
G000427625	414
G000383855	414
G000496735	414
G000372865	414
G000227745	414
G002021195	414
G002021265	414
G002021035	414
G002020845	414
G002021005	414
G002021855	414
G000384075	414
G000963695	414
G000527095	414
G000733855	414
G000025485	414
G002020935	414
G002021105	414
G002021025	414
G000224065	414
G000585215	414
G002021255	414
G002021115	414
G002021235	414
G002021175	414
G002020995	414
G002020715	414
G002020745	414
G002020965	414
G002020795	414
G002021075	414
G002020725	414
G002020775	414
G002020685	414
G001720395	415
G000379445	415
G001932955	415
G000815225	415
G000710735	415
G000764555	415
G001932795	415
G001932755	415
G000576045	415
G000401515	415
G001932775	415
G001514395	415
G000219045	415
G001753795	415
G000764075	415
G000297215	415
G001932735	415
G000300295	415
G000019285	415
G001608445	415
G000756435	415
G001932595	415
G001932815	415
G000262205	415
G000742095	415
G001534725	415
G000505725	415
G001029935	415
G001042525	415
G001042545	415
G001932875	415
G000524575	415
G001412545	415
G000154145	415
G001696945	415
G000014605	415
G000011405	415
G001574635	415
G000478845	415
G000170295	415
G000153845	415
G001932835	415
G001932895	415
G001611815	415
G001932915	415
G000756415	415
G001932935	415
G000313385	415
G001574605	415
G001574785	415
G001932855	415
G001746795	415
G000017785	415
G000681495	415
G001574495	415
G001574835	415
G001696925	415
G001574755	415
G001574565	415
G001574585	415
G001574475	415
G001696955	415
G001574675	415
G001574905	415
G001574935	415
G001574885	415
G001696935	415
G001574695	415
G000168775	415
G001574705	415
G000833335	415
G000009245	415
G001574655	415
G001574735	415
G001574865	415
G001574945	415
G001574555	415
G001574775	415
G001574795	415
G001574485	415
G000382245	416
G000620025	416
G000953435	416
G001648175	416
G000526695	416
G000300075	416
G000953395	416
G000349745	416
G000227525	417
G000198515	417
G000299335	417
G001444425	417
G000300005	417
G000300995	417
G000428585	417
G000756665	417
G000204315	417
G001875605	417
G000939975	417
G000410875	417
G000422425	417
G000756655	417
G000009365	417
G000169075	417
G000373485	417
G000744735	417
G000380565	417
G000220505	417
G001583435	417
G000722635	417
G000373945	417
G000710775	417
G001267175	417
G000421765	417
G001580025	417
G000422865	417
G001995095	417
G900108915	417
G000376785	417
G000012985	417
G900106945	417
G000422345	417
G000420325	417
G001010805	417
G000227505	417
G000384995	417
G000209515	417
G001723645	417
G001709345	417
G000591415	417
G000940805	417
G000153565	417
G000153025	417
G000981725	417
G001586255	417
G000259575	417
G000169115	417
G000158175	417
G000764025	417
G000423125	417
G000383395	417
G001292705	417
G001518815	417
G000282775	417
G900119735	417
G001043175	417
G000169375	417
G000153185	417
G000423605	417
G000967895	417
G000619885	417
G000158155	417
G000153125	417
G001953075	417
G000156295	417
G001438085	417
G000420285	417
G000305785	417
G000021045	417
G000364625	417
G000422325	417
G000686905	417
G000422845	417
G000192865	417
G001418205	417
G000214215	417
G001968815	417
G000019225	417
G000964245	417
G000013665	417
G000806415	417
G001937155	417
G000737985	417
G000055785	417
G000821045	417
G000731955	417
G000284615	417
G000421165	417
G000934705	417
G000475255	417
G000397065	417
G000831005	417
G000355675	417
G900156675	417
G000521805	417
G000153445	417
G000511875	417
G001439295	417
G001438605	417
G001183545	417
G000463525	417
G000423345	417
G000377745	417
G001922955	417
G000966245	417
G000023025	417
G000425625	417
G001597285	417
G001039575	417
G000378505	417
G900106955	417
G000708045	417
G000347775	417
G001858325	417
G900129155	417
G000508165	417
G000378045	417
G000263355	417
G000953825	417
G000832015	417
G001187555	417
G000381665	417
G000016565	417
G000826105	417
G000409775	417
G000759345	417
G000334215	417
G000246875	417
G000830985	417
G000220545	417
G000585235	417
G000372925	417
G900103375	417
G000219605	417
G000590475	417
G000349845	417
G000689415	417
G000412695	417
G001446935	417
G001045555	417
G000705555	417
G000428985	417
G000764495	417
G000691225	417
G000416315	417
G000620425	417
G000756775	417
G001705225	417
G000455385	417
G900111835	417
G000213805	417
G000746525	417
G000761155	417
G900086985	417
G001314745	417
G000236035	417
G000821105	417
G000166295	417
G001626795	417
G000381785	417
G900111095	417
G000620085	417
G000426805	417
G000379165	417
G000498575	417
G000222125	417
G001644955	417
G000275725	417
G000620045	417
G000475415	417
G001431725	417
G000967645	417
G000425725	417
G000153345	417
G001566885	417
G001922575	417
G001922565	417
G000422765	417
G000759535	417
G000759445	417
G001543265	417
G000696485	417
G000236625	417
G000196875	417
G000265245	417
G900156635	417
G001305295	417
G000026105	417
G000007565	417
G000829415	417
G000467065	417
G000007805	417
G000012245	417
G000397205	417
G001708485	417
G001605965	417
G000237065	417
G000828815	418
G000007725	418
G000090965	418
G000217635	418
G000007365	418
G001280225	418
G000521565	418
G000225465	418
G000225445	418
G001242845	419
G000093065	419
G000817295	419
G000247565	419
G000008885	419
G000517425	420
G900044015	420
G900048035	420
G000287355	420
G900039485	420
G000010085	420
G000219175	420
G000287335	420
G900048045	420
G000828515	420
G000754265	420
G000013185	420
G001269425	420
G000973545	420
G000973505	420
G000011745	420
G000185985	420
G000043285	420
G900087055	421
G000772535	421
G000771775	421
G900111395	421
G000376645	421
G000754275	421
G000471645	421
G000439085	421
G000772395	421
G000771955	421
G000772295	421
G000238795	421
G000347595	421
G001038205	421
G000019405	421
G000017245	421
G000807275	421
G000427805	421
G000307305	421
G000209675	421
G000015885	421
G000007945	421
G001652405	421
G000521765	421
G000827595	421
G000262245	421
G001594265	421
G001262035	421
G001690195	421
G001026985	421
G900112475	421
G001010285	421
G000772365	421
G000021885	421
G000444565	421
G000221945	421
G900110905	421
G000007745	421
G001055885	421
G000379905	421
G000027225	421
G000771805	421
G000444545	421
G000172375	421
G000444645	421
G000969305	421
G000261285	421
G000027305	421
G000725175	421
G000252955	421
G000069965	421
G001654855	421
G000286435	421
G000429565	421
G001294465	421
G000022885	421
G001678465	421
G000444685	421
G000442905	421
G000348525	421
G001679325	421
G000259485	421
G001276545	421
G001693745	421
G001690445	421
G000599985	421
G000968175	421
G000968195	421
G001676155	421
G001676225	421
G000757905	421
G001640365	421
G001874625	421
G001816025	421
G001586165	421
G000771785	421
G000771795	421
G000688835	421
G000968335	421
G001007605	421
G000725165	421
G001693435	421
G001690385	421
G000314895	421
G000259175	421
G900130115	421
G000444705	421
G001690355	421
G001690585	421
G001690515	421
G001690435	421
G000951135	421
G001049335	421
G000023605	421
G900107885	421
G000705335	421
G001690425	421
G001690535	421
G001690525	421
G000735345	421
G000255535	421
G000163595	421
G001572725	421
G000021705	421
G000964565	421
G000463345	421
G002006995	421
G000784965	421
G002015085	421
G000444605	421
G001938355	421
G001611775	421
G001690495	421
G001690255	421
G000520015	421
G001514455	421
G000422085	421
G000143625	421
G900128755	421
G000400505	421
G000757825	421
G001654915	421
G900002265	421
G000513215	421
G001122605	421
G000168835	421
G000147055	421
G000400795	421
G001267535	421
G000336255	421
G000757425	421
G000478905	421
G000302695	421
G000262305	421
G000253175	421
G000009345	421
G000325085	421
G001422605	421
G000518745	421
G000248015	421
G000324625	421
G000091565	421
G000599885	421
G000770305	421
G900111105	421
G000612605	421
G000759475	421
G000463155	421
G001187865	421
G000323725	421
G001571305	421
G001602545	421
G000590885	421
G000404125	421
G000773975	421
G000196615	421
G001602535	421
G001602605	421
G000025405	421
G001709315	421
G000465555	421
G000180175	421
G000982825	421
G000621185	421
G000759795	421
G000325245	421
G000300455	421
G001022135	421
G000016325	421
G000735515	421
G000025565	421
G000694955	421
G000324725	421
G000195995	421
G001283625	421
G000164865	421
G000757785	421
G000735455	421
G001297765	421
G001571285	421
G000735365	421
G000648515	421
G001558935	421
G000012005	421
G000325165	421
G000215745	421
G000240185	421
G000247895	421
G001022195	421
G000324505	421
G000324685	421
G000323785	421
G000323585	421
G000183345	421
G000006925	421
G000323565	421
G000324985	421
G000324445	421
G000026325	421
G000026345	421
G000008865	421
G000299455	421
G000325285	421
G000323825	421
G000324485	421
G000009065	421
G000323285	421
G000325265	421
G000324265	421
G000324005	421
G000324305	421
G000324905	421
G000324145	421
G000323645	421
G000320465	421
G000169655	421
G000325145	421
G000429485	422
G001870485	422
G000381965	422
G000023065	422
G000414175	422
G001420915	422
G000953735	422
G000276805	422
G000482725	422
G000820125	422
G001447335	422
G000388115	422
G000015285	422
G000381745	422
G000420245	422
G000153405	422
G001321825	422
G001593245	422
G000820205	422
G000014805	422
G000819865	422
G000196395	422
